Station ID,AQI index,Location,Station name,Url,Dominent pollutant,CO,Dew,Humidity,NO2,O3,Pressure,PM10,PM2.5,SO2,Temperature,Wind,Data Time S,Data Time Tz,Status,Alert level
12957,-,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,,4.00,,82.00,3.00,-,"1,014.00",-,-,1.00,16.00,3.60,2021-02-09 15:00:00,+07:00,#NAME?,#NAME?
13015,46.00,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,10.00,,77.00,13.00,-,"1,015.50",44.00,46.00,-,17.00,2.50,2021-02-09 14:00:00,+07:00,#NAME?,#NAME?
13018,32.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,5.00,,77.00,9.00,-,"1,015.50",21.00,32.00,-,17.00,2.50,2021-02-09 14:00:00,+07:00,#NAME?,#NAME?
13019,38.00,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,5.00,,77.00,12.00,-,"1,015.50",26.00,38.00,-,17.00,2.50,2021-02-09 14:00:00,+07:00,#NAME?,#NAME?
13026,40.00,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,4.00,,77.00,15.00,3.00,"1,015.50",29.00,40.00,1.00,17.00,2.50,2021-02-09 14:00:00,+07:00,#NAME?,#NAME?
1584,-,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,,5.00,,83.00,1.00,26.00,"1,011.00",-,-,6.00,22.00,7.20,2021-02-09 15:00:00,+07:00,#NAME?,#NAME?
1585,-,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,,1.00,,74.00,1.00,18.00,"1,010.00",-,-,4.00,27.00,7.20,2021-02-09 15:00:00,+07:00,#NAME?,#NAME?
13017,43.00,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,6.00,,77.00,8.00,-,"1,015.50",41.00,43.00,-,17.00,2.50,2021-02-09 14:00:00,+07:00,#NAME?,#NAME?
13020,34.00,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,5.00,,82.00,7.00,-,"1,014.00",28.00,34.00,-,16.00,3.60,2021-02-09 14:00:00,+07:00,#NAME?,#NAME?
13013,46.00,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,7.00,,82.00,12.00,-,"1,014.00",44.00,46.00,-,16.00,3.60,2021-02-09 14:00:00,+07:00,#NAME?,#NAME?
13014,42.00,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,5.00,,77.00,-,-,"1,015.50",28.00,42.00,-,17.00,2.50,2021-02-09 14:00:00,+07:00,#NAME?,#NAME?
13252,30.00,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm25,-,,96.20,-,3.00,990.40,21.00,30.00,-,14.20,2.00,2021-02-09 15:00:00,+07:00,#NAME?,#NAME?
8767,63.00,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,,80.50,-,-,"1,012.00",-,63.00,-,24.00,4.80,2021-02-14 20:00:00,+07:00,#NAME?,#NAME?
8688,97.00,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,13.00,,56.00,-,-,"1,014.00",,,,22.00,3.00,2021-02-14 21:00:00,+07:00,#NAME?,#NAME?
8641,167.00,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.10,,60.00,11.90,10.60,"1,014.00",,167.00,4.60,21.50,2.50,2021-02-14 20:00:00,+07:00,#NAME?,#NAME?
13012,21.00,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,3.00,,57.00,7.00,32.00,924.70,15.00,21.00,1.00,24.80,2.00,2021-02-11 16:00:00,+07:00,#NAME?,#NAME?
12488,59.00,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,pm25,1.00,,88.00,-,-,"1,016.00",51.00,59.00,-,20.50,1.00,2021-02-14 21:00:00,+07:00,#NAME?,#NAME?
13251,94.00,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,7.00,,46.00,21.00,1.00,"1,013.00",67.00,94.00,2.00,23.00,3.00,2021-02-14 18:00:00,+07:00,#NAME?,#NAME?
12976,86.00,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,3.00,,56.00,7.00,24.00,"1,014.00",49.00,86.00,2.00,22.00,3.00,2021-02-14 20:00:00,+07:00,#NAME?,#NAME?
13250,112.00,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,34.00,,70.90,1.00,2.00,"1,002.30",44.00,112.00,20.00,21.60,20.00,2021-02-14 21:00:00,+07:00,#NAME?,#NAME?
5507,36.00,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,-,,82.90,-,41.00,"1,000.90",19.00,36.00,-,20.00,2.00,2021-02-14 20:00:00,+07:00,#NAME?,#NAME?
11778,8.00,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,6.00,,82.90,8.00,-,"1,000.90",5.00,8.00,99.70,8.00,2.00,2021-02-14 20:00:00,+07:00,#NAME?,#NAME?
12958,77.00,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,3.00,,56.00,4.00,31.00,"1,014.00",48.00,77.00,3.00,22.00,3.00,2021-02-14 21:00:00,+07:00,#NAME?,#NAME?
12957,-,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,,4.00,,60.00,3.00,-,"1,014.00",-,-,2.00,21.50,2.50,2021-02-14 21:00:00,+07:00,#NAME?,#NAME?
13015,-,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,14.00,,46.00,21.00,-,"1,013.00",60.00,91.00,-,23.00,3.00,2021-02-14 18:00:00,+07:00,#NAME?,#NAME?
13018,53.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,4.00,,46.00,8.00,-,"1,013.00",29.00,53.00,-,23.00,3.00,2021-02-14 18:00:00,+07:00,#NAME?,#NAME?
13019,42.00,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,4.00,,46.00,19.00,-,"1,013.00",34.00,42.00,-,23.00,3.00,2021-02-14 18:00:00,+07:00,#NAME?,#NAME?
13026,93.00,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,20.00,,46.00,27.00,4.00,"1,013.00",53.00,93.00,2.00,23.00,3.00,2021-02-14 18:00:00,+07:00,#NAME?,#NAME?
1584,-,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,,6.00,,82.00,1.00,24.00,"1,015.00",-,-,6.00,21.00,0.50,2021-02-14 20:00:00,+07:00,#NAME?,#NAME?
1585,-,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,,6.00,,73.00,12.00,26.00,"1,016.00",-,-,4.00,22.00,6.10,2021-02-14 21:00:00,+07:00,#NAME?,#NAME?
13017,79.00,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,8.00,,46.00,12.00,-,"1,013.00",57.00,79.00,-,23.00,3.00,2021-02-14 18:00:00,+07:00,#NAME?,#NAME?
13020,50.00,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,5.00,,46.00,6.00,-,"1,013.00",30.00,50.00,-,23.00,3.00,2021-02-14 18:00:00,+07:00,#NAME?,#NAME?
13013,94.00,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,6.00,,46.00,16.00,-,"1,013.00",63.00,94.00,-,23.00,3.00,2021-02-14 18:00:00,+07:00,#NAME?,#NAME?
13014,48.00,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,5.00,,46.00,-,-,"1,013.00",37.00,48.00,-,23.00,3.00,2021-02-14 18:00:00,+07:00,#NAME?,#NAME?
13252,139.00,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm25,-,,73.50,-,3.00,984.80,124.00,139.00,-,20.50,3.00,2021-02-14 21:00:00,+07:00,#NAME?,#NAME?
8767,74.00,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,21.00,62.00,-,-,"1,010.00",-,74.00,-,29.00,3.00,2021-02-15 14:00:00,+07:00,Moderate,2
8688,132.00,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,18.00,78.00,-,-,"1,013.00",-,-,-,22.00,3.00,2021-02-15 14:00:00,+07:00,Unhealthy for sensitive groups,3
8641,144.00,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.10,18.00,78.00,14.20,3.30,"1,013.00",-,144.00,4.60,22.00,3.00,2021-02-15 14:00:00,+07:00,Unhealthy for sensitive groups,3
13012,21.00,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,3.00,15.70,57.00,7.00,32.00,924.70,15.00,21.00,1.00,24.80,2.00,2021-02-11 16:00:00,+07:00,Good,1
12488,42.00,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,pm10,1.00,18.00,65.00,-,-,"1,014.00",42.00,28.00,-,25.00,5.10,2021-02-15 14:00:00,+07:00,Good,1
13251,105.00,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,7.00,19.00,88.00,26.00,1.00,"1,014.50",73.00,105.00,2.00,21.00,2.30,2021-02-15 12:00:00,+07:00,Unhealthy for sensitive groups,3
12976,47.00,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,2.00,18.00,78.00,4.00,24.00,"1,013.00",28.00,47.00,2.00,22.00,3.00,2021-02-15 14:00:00,+07:00,Good,1
13250,148.00,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,41.00,17.00,63.80,3.00,2.00,"1,001.30",52.00,148.00,59.00,24.30,3.00,2021-02-15 14:00:00,+07:00,Unhealthy for sensitive groups,3
5507,23.00,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,-,19.60,78.80,-,48.00,"1,000.80",12.00,23.00,-,23.50,1.00,2021-02-15 13:00:00,+07:00,Good,1
11778,6.00,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,5.00,19.60,78.80,3.00,-,"1,000.80",4.00,6.00,9.00,23.50,1.00,2021-02-15 13:00:00,+07:00,Good,1
12958,57.00,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,2.00,18.00,78.00,2.00,32.00,"1,013.00",34.00,57.00,3.00,22.00,3.00,2021-02-15 14:00:00,+07:00,Moderate,2
12957,-,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,,4.00,18.00,78.00,1.00,-,"1,013.50",-,-,1.00,22.00,2.50,2021-02-15 14:00:00,+07:00,No data,0
13015,131.00,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,27.00,19.00,88.00,30.00,-,"1,014.50",93.00,131.00,-,21.00,2.30,2021-02-15 12:00:00,+07:00,Unhealthy for sensitive groups,3
13018,87.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,4.00,18.00,78.00,8.00,-,"1,014.00",54.00,87.00,-,22.00,2.50,2021-02-15 12:00:00,+07:00,Moderate,2
13019,98.00,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,4.00,19.00,88.00,26.00,-,"1,014.50",64.00,98.00,-,21.00,2.30,2021-02-15 12:00:00,+07:00,Moderate,2
13026,96.00,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,5.00,19.00,88.00,29.00,3.00,"1,014.50",60.00,96.00,1.00,21.00,2.30,2021-02-15 12:00:00,+07:00,Moderate,2
1584,-,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,,2.00,17.50,63.00,1.00,36.00,"1,012.50",-,-,6.00,25.00,4.80,2021-02-15 14:00:00,+07:00,No data,0
1585,-,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,,2.00,17.00,57.00,1.00,39.00,"1,013.50",-,-,4.00,26.00,7.70,2021-02-15 14:00:00,+07:00,No data,0
13017,111.00,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,13.00,19.00,88.00,17.00,-,"1,014.50",76.00,111.00,-,21.00,2.30,2021-02-15 12:00:00,+07:00,Unhealthy for sensitive groups,3
13020,94.00,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,5.00,19.00,88.00,10.00,-,"1,014.50",54.00,94.00,-,21.00,2.30,2021-02-15 12:00:00,+07:00,Moderate,2
13013,121.00,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,16.00,19.00,88.00,22.00,-,"1,014.50",85.00,121.00,-,21.00,2.30,2021-02-15 12:00:00,+07:00,Unhealthy for sensitive groups,3
13014,101.00,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,6.00,19.00,88.00,-,-,"1,014.50",57.00,101.00,-,21.00,2.30,2021-02-15 12:00:00,+07:00,Unhealthy for sensitive groups,3
13252,85.00,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm25,-,15.10,60.00,-,4.00,984.80,67.00,85.00,-,23.30,1.00,2021-02-15 14:00:00,+07:00,Moderate,2
8767,97.00,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,16.50,41.50,-,-,"1,009.50",-,97.00,-,31.00,1.20,2021-02-16 13:00:00,+07:00,#NAME?,#NAME?
8688,156.00,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,17.00,82.00,-,-,"1,014.00",-,-,-,20.00,2.50,2021-02-16 14:00:00,+07:00,#NAME?,#NAME?
8641,153.00,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.10,17.00,82.00,12.40,4.10,"1,014.00",-,153.00,4.60,20.00,2.50,2021-02-16 13:00:00,+07:00,#NAME?,#NAME?
13012,35.00,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,2.00,9.60,30.90,5.00,38.00,924.50,24.00,35.00,1.00,28.40,3.00,2021-02-16 14:00:00,+07:00,#NAME?,#NAME?
12488,53.00,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,pm10,1.00,19.00,69.00,-,-,"1,013.50",53.00,39.00,-,25.00,3.80,2021-02-16 14:00:00,+07:00,#NAME?,#NAME?
13251,-,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,5.00,17.00,77.00,20.00,1.00,"1,015.00",53.00,56.00,1.00,21.00,2.80,2021-02-16 12:00:00,+07:00,#NAME?,#NAME?
12976,-,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,2.00,17.00,82.00,6.00,24.00,"1,014.00",38.00,63.00,3.00,20.00,2.50,2021-02-16 14:00:00,+07:00,#NAME?,#NAME?
13250,119.00,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,39.00,17.50,64.70,3.00,2.00,"1,002.90",32.00,119.00,76.00,24.60,2.00,2021-02-16 14:00:00,+07:00,#NAME?,#NAME?
5507,26.00,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,-,19.00,79.60,-,43.00,"1,001.70",14.00,26.00,-,22.70,1.00,2021-02-16 13:00:00,+07:00,#NAME?,#NAME?
11778,5.00,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,4.00,19.00,79.60,3.00,-,"1,001.70",4.00,5.00,14.00,22.70,1.00,2021-02-16 13:00:00,+07:00,#NAME?,#NAME?
12958,75.00,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,3.00,17.00,82.00,7.00,25.00,"1,014.00",49.00,75.00,5.00,20.00,2.50,2021-02-16 14:00:00,+07:00,#NAME?,#NAME?
12957,-,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,,3.00,17.00,82.00,2.00,-,"1,014.00",-,-,1.00,20.00,2.50,2021-02-16 14:00:00,+07:00,#NAME?,#NAME?
13015,113.00,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,33.00,17.00,82.00,21.00,-,"1,015.50",79.00,113.00,-,20.00,3.30,2021-02-16 12:00:00,+07:00,#NAME?,#NAME?
13018,88.00,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,3.00,17.00,82.00,9.00,-,"1,015.50",59.00,88.00,-,20.00,3.30,2021-02-16 12:00:00,+07:00,#NAME?,#NAME?
13019,74.00,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,5.00,17.00,82.00,17.00,-,"1,015.50",50.00,74.00,-,20.00,3.30,2021-02-16 12:00:00,+07:00,#NAME?,#NAME?
13026,97.00,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,3.00,17.00,77.00,33.00,2.00,"1,015.00",56.00,97.00,1.00,21.00,2.80,2021-02-16 12:00:00,+07:00,#NAME?,#NAME?
1584,-,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,,2.00,17.50,59.00,1.00,33.00,"1,013.00",-,-,6.00,26.00,3.80,2021-02-16 13:00:00,+07:00,#NAME?,#NAME?
1585,-,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,,1.00,18.00,57.00,1.00,34.00,"1,012.00",-,-,4.00,27.00,5.60,2021-02-16 14:00:00,+07:00,#NAME?,#NAME?
13017,109.00,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,12.00,17.00,77.00,21.00,-,"1,015.00",75.00,109.00,-,21.00,2.80,2021-02-16 12:00:00,+07:00,#NAME?,#NAME?
13020,98.00,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,5.00,17.00,82.00,6.00,-,"1,015.50",63.00,98.00,-,20.00,3.30,2021-02-16 12:00:00,+07:00,#NAME?,#NAME?
13013,111.00,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,2.00,17.00,82.00,25.00,-,"1,015.50",69.00,111.00,-,20.00,3.30,2021-02-16 12:00:00,+07:00,#NAME?,#NAME?
13014,91.00,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,5.00,17.00,77.00,-,-,"1,015.00",53.00,91.00,-,21.00,2.80,2021-02-16 12:00:00,+07:00,#NAME?,#NAME?
13252,70.00,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm25,-,17.10,66.90,-,4.00,986.70,58.00,70.00,-,23.60,1.00,2021-02-16 14:00:00,+07:00,#NAME?,#NAME?
8767,74.00,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,15.00,37.00,-,-,"1,012.00",-,74.00,-,31.00,1.50,2021-02-17 12:00:00,+07:00,#NAME?,#NAME?
8688,64.00,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,10.00,49.00,-,-,"1,022.00",-,-,-,21.00,3.60,2021-02-17 12:00:00,+07:00,#NAME?,#NAME?
8641,76.00,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.10,10.00,49.00,7.40,7.80,"1,021.50",-,76.00,4.10,21.00,3.60,2021-02-17 12:00:00,+07:00,#NAME?,#NAME?
13012,37.00,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,1.00,11.40,46.00,3.00,37.00,928.70,27.00,37.00,1.00,23.70,3.00,2021-02-17 12:00:00,+07:00,#NAME?,#NAME?
12488,41.00,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,pm10,1.00,18.50,65.00,-,-,"1,018.50",41.00,26.00,-,25.50,2.80,2021-02-17 13:00:00,+07:00,#NAME?,#NAME?
13251,83.00,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,4.00,12.50,62.00,17.00,1.00,"1,021.50",66.00,83.00,2.00,20.00,4.10,2021-02-17 09:00:00,+07:00,#NAME?,#NAME?
12976,36.00,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,2.00,10.00,49.00,7.00,24.00,"1,022.00",34.00,36.00,3.00,21.00,3.60,2021-02-17 12:00:00,+07:00,#NAME?,#NAME?
13250,139.00,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,38.00,16.20,83.30,2.00,9.00,"1,010.10",55.00,139.00,117.00,19.10,4.00,2021-02-17 13:00:00,+07:00,#NAME?,#NAME?
